0	boss	22359
0	knowswell	37414
0	mentor	14566
0	mentor	47956
1	knows	23439
1	knowswell	16933
3	idol	22217
4	knowswell	54218
4	knowswell	10070
5	knowswell	17113
7	knowswell	9460
7	knowswell	26491
7	knowswell	11696
7	knowswell	328
7	knowswell	16844
7	knowswell	11700
7	knowswell	45016
7	knowswell	34409
7	knowswell	46771
7	knowswell	37528
7	knows	5670
9	knows	11635
9	boss	18688
9	mentor	10292
10	olderRelative	44874
11	olderRelative	17527
11	olderRelative	40795
12	knows	31103
12	knowswell	37382
13	knowswell	45478
14	knowswell	6792
16	knows	16233
16	knows	28843
16	knowswell	15715
16	knowswell	41807
16	knows	53145
16	knows	46020
16	knows	22750
16	knows	44499
16	knows	41958
16	knows	3342
16	knows	2362
16	knows	30477
17	knows	39260
17	knows	8003
17	knowswell	35922
17	mentor	54563
17	knows	7589
17	knows	32071
17	knows	2584
17	knows	20746
17	knows	19006
17	knows	36183
18	knows	30329
18	idol	28331
18	knowswell	34751
20	boss	45481
20	knowswell	21100
21	knows	41177
24	knowswell	43985
24	knowswell	34050
24	knowswell	13568
24	knowswell	29672
24	knowswell	45865
25	knows	1899
25	knows	17463
26	knows	27105
26	mentor	33884
28	knowswell	4087
29	olderRelative	16307
29	olderRelative	41767
29	knowswell	490
31	mentor	42017
32	mentor	49966
34	knows	45830
35	boss	2238
35	boss	22233
35	knowswell	38685
35	knowswell	11
35	boss	21440
35	boss	43990
35	boss	16631
35	boss	46390
35	boss	706
35	knows	12931
37	boss	19108
39	knowswell	16968
39	knowswell	34403
41	knowswell	901
42	knows	4706
42	mentor	36481
42	mentor	46383
44	idol	9970
44	knowswell	45917
44	knowswell	18765
46	idol	25020
48	knowswell	51936
49	idol	53509
49	idol	14446
49	idol	29068
49	idol	46302
51	boss	27384
51	boss	37102
51	boss	12504
51	idol	21015
51	boss	6488
52	knowswell	12624
52	knowswell	29513
53	knows	13243
54	knowswell	35049
54	knowswell	1778
54	knowswell	16998
54	knowswell	51937
54	knowswell	41770
54	knowswell	27795
54	knowswell	36915
54	knowswell	27961
54	knowswell	5006
54	knowswell	20883
54	knowswell	51715
54	knowswell	22872
54	knowswell	12240
54	knowswell	11987
54	knowswell	39162
54	knowswell	40382
54	knowswell	41301
54	knowswell	42641
54	knowswell	35155
54	knowswell	20862
54	knowswell	26208
54	knowswell	38591
54	knowswell	15287
54	knowswell	49389
54	knowswell	54603
54	mentor	42036
54	olderRelative	36141
54	olderRelative	13748
55	knows	16940
55	boss	53123
55	boss	39728
55	mentor	9
56	idol	35810
56	knowswell	6348
61	knowswell	9532
61	knowswell	28685
61	knowswell	52663
61	knowswell	48210
61	knowswell	2458
61	boss	52121
63	knowswell	40992
64	knowswell	31810
65	knowswell	1695
66	knowswell	8607
66	mentor	25923
67	knowswell	21387
69	knows	16400
70	knowswell	19108
71	knowswell	20666
72	olderRelative	34906
74	knowswell	5500
74	knowswell	18379
74	knowswell	37062
74	knowswell	73
74	knowswell	48060
74	knowswell	28844
75	olderRelative	8015
76	knowswell	44134
76	knowswell	38822
77	knows	34502
77	knowswell	8988
77	knowswell	29660
77	knowswell	10423
77	knows	50517
78	boss	44333
78	idol	44118
79	knows	18788
79	knowswell	20673
82	knowswell	18361
82	knowswell	30883
83	mentor	8228
83	mentor	2774
83	mentor	36310
83	mentor	49670
83	mentor	25280
83	knowswell	23159
84	boss	27600
86	knowswell	27230
86	knowswell	5910
86	knowswell	20190
86	knowswell	11774
86	olderRelative	34057
87	knows	43196
88	idol	52002
88	knowswell	12643
89	knowswell	24401
89	knowswell	24428
89	mentor	7302
89	mentor	53878
89	knowswell	23755
91	boss	8691
92	boss	13561
92	knowswell	9970
93	olderRelative	2959
93	knowswell	33534
97	knows	1558
97	olderRelative	24817
97	boss	25001
97	mentor	46007
98	knows	49801
99	knows	34904
99	idol	29256
100	knowswell	5739
100	knowswell	6456
100	knowswell	47703
100	mentor	2437
100	knows	12495
101	boss	20227
102	mentor	28831
103	knowswell	34371
104	olderRelative	8015
104	idol	34491
104	knowswell	33024
104	mentor	17495
105	knowswell	52476
106	olderRelative	12039
106	idol	13478
107	knows	1204
107	knowswell	8180
109	mentor	32893
109	mentor	4100
109	mentor	53272
109	mentor	11588
109	knowswell	33941
110	knowswell	14798
111	mentor	13902
113	idol	26670
113	knowswell	7125
113	knowswell	19571
115	knowswell	32569
115	knowswell	36509
115	knowswell	34098
115	knowswell	7791
115	boss	50017
116	knowswell	42304
117	mentor	24655
118	mentor	42679
118	mentor	18475
