0	knowswell	11909
2	knows	17158
2	knows	16434
2	knows	18221
2	knowswell	14229
3	knows	7766
3	knowswell	6230
5	olderRelative	16503
5	knowswell	10345
5	knowswell	3716
6	knowswell	9791
6	knowswell	5993
6	knowswell	3087
6	knowswell	5688
6	knowswell	9338
8	knowswell	11305
9	idol	19303
10	knowswell	536
11	mentor	12965
11	mentor	14453
11	olderRelative	73
12	knows	5336
14	knowswell	3982
14	knowswell	18999
15	knows	16083
17	knows	17832
18	knows	4290
18	knowswell	67
19	knowswell	16227
19	knowswell	15187
19	knowswell	14333
25	idol	14818
27	mentor	2537
27	knowswell	13054
29	knows	16703
30	idol	4674
32	boss	11555
33	knowswell	7238
33	knowswell	2991
33	knowswell	10858
33	knowswell	18692
33	knowswell	13142
33	knowswell	6325
33	knowswell	3964
33	knowswell	20166
33	knowswell	19560
33	knowswell	3336
33	boss	19651
33	boss	14742
33	boss	10004
33	boss	10782
33	knowswell	19418
33	knowswell	14685
33	knowswell	11454
35	knowswell	3378
36	mentor	15589
36	knowswell	17431
37	knows	9574
37	olderRelative	10963
39	knowswell	12963
39	knowswell	8097
40	idol	5410
41	knowswell	8104
42	knowswell	15385
43	knowswell	14584
44	idol	16933
46	knowswell	17015
48	knows	5877
50	knows	16946
50	knowswell	17287
53	mentor	8278
54	knows	7944
55	knows	2523
55	knowswell	13911
55	knowswell	3584
55	knowswell	14792
55	knowswell	6326
55	knowswell	9723
55	knowswell	10529
55	knowswell	21923
55	knowswell	21759
55	knowswell	3373
55	knowswell	13024
55	knowswell	19588
55	knowswell	12512
55	knowswell	19141
55	knowswell	14822
55	knowswell	2196
55	knowswell	14098
55	knowswell	5721
55	knowswell	9973
55	knowswell	17811
55	knowswell	3964
55	knowswell	2835
55	knowswell	5023
55	knowswell	1675
55	knowswell	2355
55	knowswell	7885
56	olderRelative	18335
56	knowswell	18915
57	mentor	12876
57	idol	3926
57	knows	4315
58	boss	9768
58	knows	5031
60	idol	21569
60	boss	18833
60	knowswell	2038
61	mentor	10778
61	knowswell	3827
62	knowswell	3865
62	knowswell	10452
62	knowswell	4088
62	knowswell	18972
63	boss	16862
63	knows	7766
63	olderRelative	8494
63	knowswell	7151
63	idol	4162
65	olderRelative	9721
67	knowswell	5772
68	idol	8289
68	idol	950
68	boss	19097
69	knows	1125
70	knows	16237
70	olderRelative	6792
71	knowswell	8820
71	knowswell	15533
71	knowswell	3630
72	knowswell	12609
74	knowswell	20479
74	knowswell	14602
74	knowswell	20321
74	knowswell	15955
74	knowswell	17214
74	knowswell	17193
74	knowswell	18913
74	knowswell	434
74	knowswell	16247
74	knowswell	14724
74	knowswell	285
76	knowswell	18851
