0	idol	35971
0	idol	33653
0	idol	4457
0	idol	3697
0	idol	25059
0	idol	30118
0	idol	3958
1	knowswell	17406
1	olderRelative	28092
3	knowswell	5143
4	knowswell	10359
4	idol	21958
4	olderRelative	3068
5	knowswell	2384
9	knowswell	12424
9	knowswell	7221
10	knowswell	27037
10	knowswell	33473
10	idol	7760
10	boss	35274
10	knowswell	4146
10	knowswell	33216
10	knowswell	26324
10	knowswell	34569
10	knowswell	9634
12	knowswell	9967
14	mentor	20360
16	mentor	5725
21	knowswell	34222
21	olderRelative	1816
21	mentor	19058
21	boss	25505
22	knowswell	38016
22	knowswell	34131
22	knowswell	30482
23	knowswell	11051
23	knowswell	17008
23	knowswell	5245
23	knowswell	4550
23	knowswell	15976
23	knowswell	21620
23	knowswell	4993
23	knowswell	13580
23	knowswell	32281
24	knowswell	34948
24	knows	23638
25	idol	8324
25	boss	406
25	knows	29649
25	knows	2409
25	idol	36397
25	knowswell	23578
25	knowswell	6093
26	knowswell	24523
26	knowswell	35833
26	idol	36529
26	mentor	18947
26	knowswell	8276
27	knows	5403
27	knows	28584
27	knows	24655
27	knows	4198
27	knows	28952
27	knows	27198
27	knows	11804
27	knows	2274
27	knows	16888
27	knows	2581
27	knows	35276
27	knows	3554
27	knows	28866
27	knows	9337
27	knows	38025
27	knows	12221
27	knows	5642
27	knows	8424
28	knowswell	30222
28	knows	2081
29	knowswell	19554
32	idol	22829
33	knowswell	10385
33	knowswell	3747
33	knows	24581
34	knowswell	7967
34	knowswell	7649
34	mentor	741
35	idol	11098
35	olderRelative	2318
35	knows	1265
39	idol	18990
43	knowswell	8201
44	knowswell	13040
46	knowswell	7958
46	knowswell	24439
46	knowswell	34286
46	knows	30908
46	knowswell	1516
46	knowswell	10360
46	knowswell	4421
46	knowswell	5143
47	knowswell	26049
47	knows	1675
49	knowswell	15559
49	knowswell	8914
50	idol	32508
50	mentor	37342
50	knows	8296
50	knows	3126
50	idol	13026
50	knowswell	14053
52	knowswell	23883
52	knowswell	4993
52	knowswell	9844
53	knows	23787
54	knowswell	5846
56	idol	27577
56	knows	8288
56	knowswell	20614
56	knowswell	33901
56	knowswell	38502
56	knowswell	4940
56	knowswell	28032
56	knowswell	18700
56	knowswell	6206
56	knowswell	26280
56	knowswell	4993
56	knowswell	29809
56	knowswell	17301
56	knowswell	35802
56	knowswell	13951
56	knowswell	7587
56	knowswell	21060
56	knowswell	5908
56	knowswell	8101
56	knowswell	4913
56	knowswell	20892
56	knowswell	37997
57	knowswell	5088
60	idol	17650
61	olderRelative	32819
61	olderRelative	21874
61	mentor	15870
62	knowswell	20528
62	boss	20158
63	knowswell	7812
64	knowswell	106
64	boss	16790
64	boss	25898
65	olderRelative	34848
65	olderRelative	27666
65	olderRelative	37568
65	boss	26516
65	olderRelative	29895
65	knowswell	36869
66	knows	23421
69	knowswell	2754
70	idol	11314
70	idol	12597
71	knowswell	4232
71	knows	4843
72	knowswell	14562
72	knows	6533
72	knows	19901
73	boss	37132
73	boss	8663
73	boss	36190
74	knowswell	19146
74	knowswell	11798
75	knowswell	28275
75	knows	3345
76	knowswell	31139
76	knowswell	7363
78	knows	20153
79	mentor	37342
79	mentor	6686
81	olderRelative	14974
82	knowswell	35426
82	mentor	33405
82	boss	31781
82	knows	16899
83	idol	23768
85	knowswell	17279
85	mentor	5707
87	knows	901
88	knowswell	23168
89	idol	10680
89	mentor	5713
91	knowswell	33513
91	knowswell	4993
91	knowswell	7103
91	boss	19653
91	knowswell	20088
91	knowswell	15837
91	knowswell	32509
91	knowswell	3092
91	knowswell	25915
91	knowswell	32837
92	mentor	18211
92	mentor	6382
94	mentor	21590
94	mentor	16827
94	mentor	16301
94	mentor	18098
95	mentor	9326
96	olderRelative	6205
96	olderRelative	11189
98	mentor	2255
99	knowswell	5324
99	idol	8846
99	idol	9772
99	olderRelative	3476
100	knowswell	756
101	knowswell	30066
101	knowswell	881
101	knowswell	32323
101	olderRelative	22065
101	knowswell	6206
102	knowswell	24390
103	knowswell	5321
104	knowswell	7593
105	knowswell	31186
105	knowswell	37084
105	mentor	33950
105	mentor	13434
105	knowswell	36160
107	olderRelative	770
108	knowswell	10972
108	knowswell	793
110	knowswell	32541
110	boss	4488
111	olderRelative	20993
111	mentor	27323
111	mentor	37342
112	knowswell	17667
112	knowswell	14333
112	idol	23084
114	knowswell	27558
114	knowswell	9702
114	mentor	27323
114	knows	37338
114	knowswell	16587
114	knowswell	2090
114	knowswell	21190
114	knowswell	34288
114	knowswell	27135
114	knowswell	35184
115	knowswell	7580
115	knowswell	604
115	knowswell	34426
115	knowswell	5257
115	knowswell	19247
115	knowswell	9685
115	knowswell	33261
115	knowswell	15688
115	knowswell	37095
116	knows	3061
118	knowswell	13036
118	knows	16982
119	boss	14971
119	boss	9021
119	boss	19079
119	boss	31288
119	boss	8680
119	boss	21869
119	boss	24532
119	boss	2095
120	knowswell	8805
121	knowswell	26632
121	knowswell	10382
124	idol	28851
124	idol	22681
124	idol	32196
125	idol	25416
125	knows	12716
125	knows	16325
125	knows	4474
126	knowswell	4993
127	knowswell	28892
127	olderRelative	27229
128	boss	5230
128	boss	18229
128	boss	33938
128	boss	29352
128	boss	23652
128	boss	16771
128	boss	24633
128	boss	6704
128	boss	34342
128	boss	35674
128	boss	50
128	boss	11508
128	boss	28325
128	boss	2668
128	boss	21233
128	boss	26697
128	boss	1923
128	boss	21994
128	knows	27244
132	knowswell	13388
134	knowswell	17931
134	boss	32540
135	knowswell	36411
135	knowswell	5560
136	knows	15267
137	knowswell	15886
137	mentor	23430
138	boss	12165
139	knowswell	22638
141	knowswell	14017
141	knows	21430
142	idol	4366
143	knowswell	28675
143	mentor	15353
144	idol	32560
145	mentor	5725
145	mentor	14506
145	mentor	553
145	mentor	21779
145	knowswell	22651
146	knowswell	7283
147	knowswell	6805
147	knowswell	26532
147	knowswell	10775
149	knowswell	7283
149	knowswell	19009
151	idol	16748
152	knows	14500
152	knows	10066
152	knows	12229
152	knows	11023
152	knows	11128
152	knows	32640
152	knows	34968
152	knows	16123
152	knows	8285
152	knows	30784
152	idol	14284
154	knowswell	27563
154	olderRelative	17161
155	idol	14992
156	knowswell	33965
157	idol	8046
157	boss	35419
158	knowswell	28494
161	knowswell	2533
161	knowswell	11360
161	knowswell	37470
163	knows	28843
165	knowswell	20528
165	knowswell	30253
167	idol	35613
167	mentor	29756
167	mentor	37342
167	knows	14336
167	knowswell	23530
167	knowswell	8966
167	knowswell	28232
167	knowswell	17459
167	knowswell	25719
167	knowswell	4554
167	knowswell	35026
167	knowswell	33474
168	idol	36181
170	knowswell	37512
170	knowswell	21241
170	knowswell	28256
170	idol	27699
170	knowswell	3199
170	knowswell	31256
170	knowswell	31221
170	knowswell	13108
170	knowswell	19573
171	knowswell	1857
174	knowswell	2639
176	knowswell	947
179	knowswell	37997
179	idol	32301
180	knowswell	36076
180	olderRelative	21874
182	olderRelative	19663
183	knowswell	25127
183	boss	24618
185	idol	1128
186	knowswell	21533
186	knowswell	9259
187	mentor	18399
187	mentor	34322
188	olderRelative	15291
191	knowswell	22217
191	knowswell	27034
191	knowswell	19531
191	knows	10236
191	knowswell	29578
191	knowswell	16318
191	knowswell	4188
191	knowswell	36717
191	knowswell	33713
191	knowswell	2017
191	knowswell	8295
191	knowswell	31311
192	knowswell	37567
193	knowswell	35643
194	knowswell	4993
195	knowswell	10997
197	knowswell	38449
197	idol	33937
197	mentor	36523
198	idol	29907
198	mentor	19645
198	mentor	3595
199	knowswell	576
199	olderRelative	21874
199	olderRelative	12003
200	knowswell	32387
200	knowswell	26135
200	boss	23236
202	knowswell	29864
202	knowswell	2974
204	idol	1661
205	knowswell	15523
206	knowswell	16459
206	knowswell	6266
207	knowswell	16406
209	boss	30108
210	knowswell	10413
210	knowswell	30716
210	knowswell	1936
210	knows	16453
211	idol	13805
212	knowswell	10359
212	knowswell	10131
212	knowswell	17644
212	knowswell	36411
212	knowswell	5525
212	knowswell	37278
213	knowswell	77
214	knows	3063
215	knowswell	34422
215	olderRelative	6792
216	knowswell	13749
216	olderRelative	24639
216	olderRelative	23986
216	olderRelative	34275
218	knowswell	12964
218	idol	2346
218	olderRelative	30573
219	knowswell	421
220	boss	1082
220	boss	1381
220	boss	25907
221	knowswell	13875
221	knows	7796
222	knowswell	31746
222	knowswell	2352
222	olderRelative	19670
222	olderRelative	10151
222	knowswell	3070
223	knowswell	8753
223	knowswell	30154
223	knowswell	15324
223	knowswell	1728
