0	mentor	3530
0	knowswell	24573
2	idol	25095
2	knowswell	14465
6	boss	23378
7	mentor	31500
7	knows	4651
7	olderRelative	24907
8	idol	3018
8	idol	10108
8	olderRelative	12891
8	knowswell	6369
10	mentor	10506
10	knows	21623
10	knowswell	10492
13	knowswell	30885
17	olderRelative	32675
17	knowswell	24406
18	olderRelative	22428
18	knowswell	8699
18	knowswell	6534
18	knowswell	8935
18	olderRelative	30856
18	idol	15717
18	idol	29944
18	idol	18236
18	knows	3762
18	idol	31072
19	boss	26678
19	boss	32877
21	knowswell	29017
23	knowswell	29419
23	knowswell	25562
23	knowswell	10194
24	mentor	30205
24	knows	26523
24	knowswell	5311
25	knowswell	19282
25	knowswell	13647
25	knowswell	24114
26	boss	11329
26	knowswell	8139
27	knowswell	3405
28	boss	8108
28	knowswell	10351
28	knowswell	19486
30	knowswell	6158
30	knowswell	5385
30	knowswell	17381
30	knowswell	2538
32	knowswell	12654
32	knowswell	10354
32	knowswell	20082
32	knowswell	3126
32	knowswell	13333
33	boss	9907
34	knowswell	13709
35	idol	14255
35	idol	28531
35	idol	27064
36	knowswell	15943
36	knowswell	16371
36	knowswell	22644
36	knowswell	9333
36	knowswell	5861
36	knowswell	31222
36	knowswell	8039
36	knowswell	6408
36	knowswell	29486
36	knowswell	8505
36	knowswell	9572
36	knowswell	277
36	knowswell	27972
36	knowswell	28255
36	knowswell	20469
36	knowswell	6927
36	knowswell	5269
36	knowswell	32195
36	knowswell	30814
36	knowswell	6902
36	knowswell	2033
36	knowswell	27106
36	knowswell	240
36	knowswell	16619
36	knowswell	24071
37	knowswell	5311
37	knowswell	18030
37	knowswell	24173
37	knowswell	9573
37	knowswell	17908
37	knowswell	27336
37	knowswell	21059
37	knowswell	27213
37	knowswell	8193
37	knowswell	13833
37	knowswell	1580
37	knowswell	7232
37	knowswell	27442
37	knowswell	843
37	knowswell	23978
37	knowswell	11375
37	knowswell	5975
37	knowswell	28159
37	knowswell	21914
37	knowswell	20532
37	knowswell	18153
37	knowswell	29142
37	knowswell	22142
37	knowswell	28706
37	knowswell	13028
37	knowswell	25475
37	knowswell	23586
37	knowswell	27985
37	knowswell	27485
37	knowswell	9333
37	knowswell	15759
37	knowswell	14696
37	knowswell	12654
37	knowswell	9913
37	knowswell	21245
37	knowswell	15368
37	knowswell	16888
37	knowswell	27938
37	knowswell	23663
37	knowswell	20470
37	knowswell	22436
37	knowswell	10234
37	knowswell	13835
37	mentor	17851
38	knowswell	4302
38	knowswell	4756
40	idol	19216
40	knowswell	30376
41	knows	8919
41	olderRelative	12891
41	knowswell	23747
41	knowswell	13621
41	boss	7294
41	boss	5787
42	knowswell	20823
43	mentor	10506
44	idol	26163
44	idol	14104
44	boss	664
44	knowswell	15883
44	mentor	24054
44	mentor	17100
46	mentor	17100
46	mentor	30014
46	mentor	31038
46	knowswell	8279
46	mentor	28680
46	mentor	30080
46	mentor	29280
46	mentor	25317
46	mentor	2512
47	boss	24044
49	knowswell	27673
50	knowswell	10806
52	knowswell	8446
53	boss	24630
54	mentor	25316
54	mentor	26866
54	olderRelative	16534
54	knowswell	5861
55	knowswell	27567
57	knowswell	29369
59	knowswell	17641
60	knowswell	27123
61	knowswell	10174
64	idol	10101
64	idol	15779
65	boss	15146
66	mentor	12002
66	idol	15336
66	knowswell	27411
66	knowswell	25328
67	knowswell	23595
68	mentor	13393
68	olderRelative	32989
69	knowswell	5691
69	knowswell	6160
70	olderRelative	30789
70	olderRelative	26126
71	olderRelative	17894
71	knowswell	27390
71	knowswell	2538
74	knowswell	25371
75	idol	14066
75	knows	4551
78	knows	2252
79	knowswell	21884
80	knowswell	15793
81	knows	16396
81	knowswell	17117
82	idol	10875
82	knowswell	23429
83	mentor	3789
86	knowswell	16129
87	idol	23880
88	knowswell	11833
89	idol	7796
89	idol	21799
89	knows	13861
90	knowswell	32975
90	knowswell	5861
90	knowswell	9044
91	knowswell	24898
92	idol	17364
92	idol	28439
92	knows	3889
92	knows	29325
92	knows	23429
92	knows	27215
92	knows	13685
92	knows	28189
92	knows	30234
92	knows	14196
92	knows	7707
92	knows	28819
92	knows	21811
92	knows	4456
92	knows	25081
92	knows	2252
92	knows	5891
92	knows	2734
92	knows	8797
92	knows	21063
93	knowswell	22194
94	olderRelative	18372
94	knowswell	25413
95	knowswell	485
97	mentor	24698
98	idol	4452
99	knowswell	12110
99	knowswell	17737
100	knows	8720
100	knowswell	20359
101	mentor	17100
102	idol	3479
102	idol	23845
103	idol	13002
103	knowswell	22992
104	knowswell	19857
105	idol	8177
105	knows	3433
105	knowswell	15879
106	knows	4765
107	idol	738
107	olderRelative	5212
108	knowswell	12363
109	knowswell	13237
112	mentor	21569
112	mentor	9170
114	knowswell	31828
114	knowswell	19602
114	knowswell	32996
116	boss	14832
116	boss	9439
117	idol	11216
119	mentor	29422
120	olderRelative	31269
121	knowswell	27009
121	knowswell	20010
121	knowswell	21399
121	knowswell	25601
121	knowswell	30577
121	knowswell	24747
121	knowswell	20500
121	knowswell	10757
121	knowswell	14096
121	knowswell	9004
121	knowswell	10093
121	knowswell	5637
121	knowswell	6534
121	knowswell	13773
121	knowswell	30521
121	knowswell	31812
121	knowswell	24398
121	knowswell	26836
121	knowswell	7623
121	knowswell	5438
124	knowswell	9773
126	mentor	22590
126	idol	26177
126	knowswell	13400
129	knows	27509
130	idol	21907
130	boss	6691
133	knows	13565
135	knows	4250
135	olderRelative	17701
136	boss	13955
137	boss	12198
138	knowswell	23615
139	knowswell	19923
139	knowswell	11955
140	idol	20055
140	olderRelative	991
140	knowswell	23307
140	knowswell	13392
143	mentor	10708
143	knowswell	1436
143	knowswell	25574
144	boss	20349
144	knowswell	579
145	knowswell	6218
145	knowswell	8521
145	knowswell	2081
145	knowswell	1795
146	knowswell	8039
148	mentor	25049
149	knows	14481
151	knows	26172
151	knowswell	29764
151	knowswell	31603
155	knowswell	1186
156	knowswell	31315
157	boss	12266
157	boss	27019
157	boss	30180
157	olderRelative	14725
157	boss	12341
157	idol	23194
158	boss	8186
158	boss	15390
